VID,AdvNet,AnonPaymnt,AttSpam,ChildPriv,IPResell,DirMark,Card#Stolen,Unlisted#Phone,ConcerSec,ConcerSecEcom,InfImprovSite,IntPrivLaws,IntShop#LifeEasy,MassMails,AssumeAliases,SpamPolicy,PrivCom,SecAFactor,UseDemoOther,UserContDemo,ValueAnon,Important,Will#Charge
908,DSTRON,ASTRON,Other,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
909,DSOME,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,Yes,ShouldButNo,Very,NEITHER,ASTRON,Yes,NEITHER,ASOME,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
910,DSTRON,ASOME,Delete,NEITHER,DSOME,ASOME,No,No,Very,Very,DSOME,DSOME,No,ASOME,DSOME,Registry,ASTRON,Deciding,DSOME,ASTRON,DSTRON,Privacy,No
911,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,No,Alittle,Alittle,ASOME,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
912,DSOME,ASTRON,Delete,DSOME,DSTRON,DSOME,Yes,No,Very,Very,ASOME,ASTRON,Yes,DSOME,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
913,DSOME,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASTRON,?,ASOME,Deciding,DSTRON,NEITHER,ASTRON,Privacy,Yes
914,DSTRON,DSTRON,Reply,DSOME,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
915,DSTRON,DSOME,Other,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
916,DSTRON,ASTRON,Delete,ASTRON,DSOME,ASOME,No,No,Very,Very,ASOME,ASOME,No,DSTRON,ASTRON,Fee,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,No
917,DSTRON,ASOME,Delete,ASOME,DSTRON,DSOME,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
918,DSTRON,?,Delete,DSTRON,DSTRON,DSTRON,Yes,No,Alittle,NotAtAll,ASOME,?,Yes,DSTRON,DSTRON,Fee,ASTRON,Small,DSTRON,ASTRON,ASOME,Privacy,Yes
919,DSTRON,ASOME,Delete,DSTRON,DSTRON,ASOME,No,Yes,Very,Very,DSTRON,ASOME,Yes,DSTRON,DSTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
920,DSOME,NEITHER,Delete,ASTRON,NEITHER,NEITHER,No,Yes,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
921,ASOME,DSTRON,Delete,ASTRON,DSOME,?,No,No,Somewhat,Very,ASTRON,ASOME,Yes,DSOME,ASOME,Fee,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Convenience,Yes
922,DSOME,?,Delete,NEITHER,DSOME,DSOME,No,Yes,Very,Very,ASOME,ASTRON,No,DSTRON,?,Other,?,Significant,DSTRON,ASOME,ASOME,Privacy,No
923,DSOME,ASOME,Delete,DSOME,ASTRON,DSOME,No,Yes,Very,Somewhat,ASTRON,ASTRON,Yes,DSTRON,ASOME,Other,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
924,DSTRON,ASTRON,Delete,ASOME,NEITHER,DSOME,Yes,Yes,Very,Alittle,NEITHER,ASTRON,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
925,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,DSOME,DSTRON,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
926,DSTRON,ASOME,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Very,DSTRON,ASOME,Yes,DSTRON,DSTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
927,DSOME,DSOME,Delete,ASOME,DSOME,DSOME,No,No,Somewhat,Somewhat,ASTRON,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSOME,ASTRON,ASOME,Convenience,Yes
928,DSOME,ASTRON,Read,DSTRON,ASTRON,NEITHER,Yes,Yes,Very,Very,NEITHER,DSTRON,Yes,NEITHER,ASTRON,Nothing,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
929,DSOME,NEITHER,Delete,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,DSOME,ASOME,Yes,DSTRON,NEITHER,Registry,NEITHER,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
930,DSOME,DSTRON,Read,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASTRON,ASTRON,No,DSOME,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
931,NEITHER,NEITHER,Delete,NEITHER,DSTRON,NEITHER,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,NEITHER,ASTRON,NEITHER,Privacy,No
932,DSTRON,?,Retaliate,ASTRON,DSTRON,DSOME,No,No,Alittle,Very,DSOME,ASTRON,No,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
933,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Somewhat,DSOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
934,ASOME,ASOME,Read,ASOME,?,ASOME,Yes,No,Somewhat,Somewhat,ASOME,NEITHER,Yes,NEITHER,?,Nothing,ASOME,Small,DSOME,NEITHER,ASOME,Convenience,No
935,DSTRON,ASOME,Delete,DSOME,DSTRON,DSTRON,Yes,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
936,DSTRON,ASOME,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Significant,DSTRON,?,ASTRON,Privacy,Yes
937,DSTRON,ASTRON,Other,ASTRON,DSOME,NEITHER,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
938,NEITHER,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSOME,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
939,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Somewhat,DSOME,ASOME,Yes,DSTRON,ASOME,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
940,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,DSOME,No,DSTRON,ASTRON,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
941,DSTRON,NEITHER,Delete,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASOME,Yes,DSTRON,DSTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
942,DSTRON,ASOME,Delete,ASOME,DSTRON,DSOME,Yes,No,Alittle,Alittle,ASOME,DSOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
943,ASTRON,?,?,ASTRON,DSTRON,ASOME,No,Yes,Alittle,Somewhat,ASOME,NEITHER,Yes,?,DSOME,Nothing,ASTRON,Significant,DSTRON,ASOME,ASTRON,Convenience,No
944,NEITHER,NEITHER,Delete,ASTRON,DSOME,ASOME,Yes,No,Very,Very,ASOME,ASOME,Yes,DSOME,NEITHER,Other,ASOME,Deciding,DSOME,DSOME,NEITHER,Privacy,Yes
945,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Alittle,Somewhat,ASTRON,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
946,DSOME,?,?,ASTRON,DSTRON,NEITHER,No,No,Very,Very,?,ASTRON,Yes,NEITHER,ASOME,?,ASTRON,Significant,DSTRON,ASTRON,?,Privacy,Yes
947,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,Yes,Yes,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
948,NEITHER,NEITHER,?,ASTRON,DSOME,ASOME,Yes,No,Very,Very,ASOME,ASTRON,Yes,?,NEITHER,Fee,NEITHER,Deciding,ASOME,NEITHER,NEITHER,Convenience,No
949,DSTRON,NEITHER,Delete,DSOME,NEITHER,DSTRON,No,Yes,Somewhat,Somewhat,ASOME,DSTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSOME,DSTRON,ASTRON,Privacy,Yes
950,ASOME,?,?,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,ASOME,DSTRON,Yes,DSOME,?,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
951,DSTRON,ASOME,?,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
952,DSTRON,ASOME,Reply,ASTRON,DSTRON,DSTRON,No,No,Alittle,Somewhat,NEITHER,DSOME,No,DSTRON,ASTRON,Nothing,ASOME,Small,DSTRON,ASTRON,ASTRON,Convenience,No
953,DSOME,NEITHER,?,ASOME,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASOME,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
954,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,No,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
955,ASOME,DSOME,Delete,ASOME,ASTRON,ASTRON,No,Yes,NotAtAll,Alittle,ASTRON,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,ASTRON,DSTRON,NEITHER,Convenience,Yes
956,DSTRON,NEITHER,Delete,ASOME,DSTRON,ASOME,No,No,Alittle,Somewhat,ASOME,ASOME,Yes,DSOME,ASTRON,Blacklist,ASOME,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
957,ASOME,ASOME,Delete,ASTRON,DSOME,DSOME,No,No,Alittle,Alittle,ASTRON,ASOME,Yes,DSOME,ASTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
958,DSOME,ASTRON,Delete,ASOME,DSOME,NEITHER,No,No,Very,Somewhat,ASOME,ASOME,Yes,DSOME,ASOME,Blacklist,ASTRON,Deciding,DSOME,ASOME,ASOME,Privacy,Yes
959,ASOME,?,Other,DSTRON,ASTRON,DSTRON,No,Yes,Somewhat,Alittle,ASTRON,DSTRON,Yes,DSTRON,DSTRON,Other,ASTRON,Deciding,ASTRON,ASTRON,ASTRON,Privacy,Yes
960,DSTRON,?,Other,ASTRON,DSTRON,ASOME,No,No,Very,Very,ASOME,ASOME,Yes,DSOME,?,Registry,ASOME,Deciding,NEITHER,ASTRON,ASOME,Privacy,No
961,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,Yes,No,Alittle,Alittle,ASOME,?,Yes,DSTRON,NEITHER,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
962,DSTRON,?,Delete,NEITHER,DSTRON,DSOME,No,No,Somewhat,Very,DSOME,ASOME,No,DSTRON,DSOME,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
963,?,ASTRON,Reply,ASTRON,DSTRON,DSTRON,No,Yes,Somewhat,Very,DSTRON,ASTRON,No,DSTRON,?,?,ASTRON,Deciding,DSTRON,?,ASTRON,Privacy,No
964,DSTRON,DSTRON,Retaliate,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
965,DSTRON,ASOME,Other,DSTRON,DSOME,ASOME,No,No,Very,Somewhat,ASOME,NEITHER,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
966,DSTRON,ASOME,Reply,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSTRON,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
967,DSTRON,?,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
968,DSTRON,ASTRON,Reply,ASTRON,DSTRON,DSTRON,Yes,No,Somewhat,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
969,DSTRON,ASTRON,Delete,DSOME,DSTRON,DSTRON,No,Yes,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
970,DSOME,ASOME,Other,ASOME,ASTRON,ASTRON,No,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Significant,DSTRON,NEITHER,ASTRON,Privacy,Yes
971,DSOME,NEITHER,Other,ASOME,DSOME,DSOME,No,Yes,Somewhat,Very,ASOME,ASTRON,No,DSTRON,DSOME,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
972,DSOME,ASOME,Delete,NEITHER,DSOME,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Deciding,DSOME,ASTRON,NEITHER,Privacy,Yes
973,DSTRON,NEITHER,Other,ASTRON,DSTRON,DSTRON,No,No,Alittle,Alittle,DSTRON,ASTRON,No,DSTRON,ASOME,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
974,DSTRON,ASTRON,Reply,ASOME,DSTRON,DSTRON,Yes,No,Very,Alittle,DSTRON,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,No
975,DSOME,NEITHER,Delete,DSOME,NEITHER,DSOME,Yes,Yes,Very,Very,NEITHER,NEITHER,Yes,DSTRON,NEITHER,Nothing,ASTRON,Deciding,DSTRON,NEITHER,NEITHER,Privacy,Yes
976,DSTRON,ASOME,Delete,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASOME,Yes,DSTRON,NEITHER,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
977,DSOME,ASOME,Delete,ASOME,ASOME,DSTRON,Yes,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
978,NEITHER,NEITHER,Delete,ASTRON,DSOME,ASOME,Yes,No,Alittle,Very,ASOME,ASOME,Yes,NEITHER,ASTRON,Fee,ASOME,Significant,DSOME,NEITHER,NEITHER,Convenience,Yes
979,DSOME,ASTRON,Delete,DSTRON,DSOME,ASOME,No,No,NotAtAll,NotAtAll,ASOME,DSTRON,Yes,DSOME,ASTRON,Fee,ASTRON,Small,DSOME,ASTRON,ASTRON,Convenience,Yes
980,ASOME,NEITHER,Delete,DSOME,ASOME,NEITHER,No,No,Alittle,Somewhat,ASOME,DSTRON,Yes,NEITHER,DSOME,Nothing,NEITHER,Small,ASOME,DSOME,DSOME,Convenience,Yes
981,NEITHER,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,ShouldButNo,ShouldButNo,ASTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
982,DSTRON,ASTRON,Read,ASOME,ASOME,ASOME,No,No,Alittle,Very,ASOME,ASTRON,Yes,DSOME,DSTRON,Blacklist,ASTRON,Deciding,DSOME,ASTRON,ASOME,Privacy,Yes
983,DSOME,NEITHER,Delete,ASTRON,DSOME,DSTRON,No,Yes,Very,Somewhat,NEITHER,ASOME,Yes,DSTRON,ASOME,Fee,?,Significant,DSOME,ASOME,ASTRON,Privacy,Yes
984,NEITHER,NEITHER,Delete,ASTRON,DSTRON,DSOME,No,No,Very,Very,NEITHER,ASOME,Yes,DSTRON,DSTRON,Other,ASTRON,Deciding,DSOME,ASTRON,NEITHER,Privacy,Yes
985,DSTRON,ASTRON,Delete,ASOME,DSOME,NEITHER,No,No,Somewhat,Very,ASOME,ASOME,No,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASOME,ASTRON,Privacy,No
986,DSOME,ASOME,Delete,NEITHER,ASOME,DSTRON,No,No,Somewhat,Alittle,NEITHER,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,ASOME,ASTRON,ASOME,Convenience,Yes
987,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Alittle,DSTRON,ASOME,Yes,DSTRON,DSOME,Registry,ASOME,Significant,DSTRON,ASTRON,?,Convenience,Yes
988,DSOME,NEITHER,Delete,NEITHER,DSTRON,DSOME,No,No,Somewhat,Somewhat,ASOME,NEITHER,Yes,DSOME,ASTRON,Other,ASTRON,Small,DSOME,ASTRON,ASTRON,Convenience,Yes
989,DSOME,?,Read,ASOME,NEITHER,DSOME,No,No,Somewhat,Very,ASOME,NEITHER,Yes,ASOME,DSOME,Other,ASTRON,Significant,ASOME,DSOME,ASTRON,Privacy,Yes
990,DSTRON,ASTRON,Other,ASOME,DSOME,NEITHER,No,No,Very,Very,ASOME,ASTRON,Yes,DSOME,ASTRON,Fee,ASTRON,Small,ASOME,ASOME,ASTRON,Privacy,Yes
991,ASOME,?,?,ASTRON,ASOME,NEITHER,No,No,Somewhat,Very,ASOME,ASOME,Yes,DSOME,ASOME,Other,ASOME,Significant,ASOME,ASOME,ASOME,Convenience,Yes
992,DSTRON,?,Delete,DSOME,DSTRON,ASOME,No,No,Alittle,Alittle,ASOME,NEITHER,Yes,DSTRON,DSOME,Fee,ASTRON,Deciding,NEITHER,ASTRON,DSOME,Privacy,Yes
993,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,No,Alittle,NotAtAll,DSOME,ASOME,Yes,DSTRON,DSTRON,Registry,ASTRON,Small,DSTRON,ASTRON,DSTRON,Convenience,Yes
994,DSTRON,ASOME,?,NEITHER,NEITHER,DSOME,No,No,Very,Somewhat,NEITHER,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSOME,ASTRON,ASOME,Privacy,Yes
995,DSTRON,DSOME,Delete,NEITHER,DSTRON,DSTRON,No,No,Alittle,NotAtAll,DSTRON,DSOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
996,DSTRON,ASTRON,Other,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,DSOME,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
997,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Somewhat,Very,DSTRON,NEITHER,No,DSTRON,ASTRON,Other,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,No
998,DSTRON,?,Other,DSTRON,DSTRON,DSTRON,No,Yes,Alittle,Somewhat,ASOME,ASOME,Yes,DSTRON,DSOME,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
999,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Somewhat,DSTRON,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1000,ASOME,DSTRON,?,DSTRON,DSOME,NEITHER,No,No,Somewhat,NotAtAll,NEITHER,ASOME,Yes,DSOME,?,Other,ASOME,Deciding,DSOME,NEITHER,NEITHER,Privacy,Yes
1001,DSTRON,?,Delete,ASOME,DSTRON,ASOME,No,No,Somewhat,Alittle,DSTRON,DSOME,No,DSTRON,ASTRON,Blacklist,ASOME,Significant,DSOME,ASOME,ASTRON,Privacy,Yes
1002,DSOME,NEITHER,Reply,ASTRON,DSTRON,DSTRON,No,No,Alittle,NotAtAll,DSOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,NEITHER,ASTRON,ASTRON,Privacy,Yes
1003,NEITHER,ASTRON,Read,ASOME,DSTRON,NEITHER,No,No,Somewhat,Very,ASOME,NEITHER,Yes,ASOME,NEITHER,Nothing,ASTRON,Significant,DSTRON,ASTRON,DSOME,Privacy,Yes
1004,DSTRON,?,Delete,DSTRON,DSTRON,DSTRON,No,No,Alittle,Alittle,DSOME,DSTRON,Yes,DSTRON,ASOME,Blacklist,?,Significant,DSTRON,NEITHER,ASTRON,Convenience,No
1005,DSTRON,ASOME,Delete,NEITHER,ASTRON,DSTRON,No,No,Alittle,Alittle,ASTRON,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Significant,ASTRON,ASTRON,ASTRON,Convenience,Yes
1006,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,Yes,Yes,Very,Very,NEITHER,ASOME,Yes,DSTRON,NEITHER,?,ASOME,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1007,DSOME,DSOME,Delete,ASTRON,ASOME,ASOME,No,No,Somewhat,Alittle,ASOME,ASOME,Yes,DSOME,NEITHER,?,ASTRON,Significant,DSOME,ASTRON,ASOME,Privacy,Yes
1008,DSTRON,ASTRON,?,ASTRON,?,DSTRON,No,Yes,Very,Very,?,DSTRON,No,DSTRON,ASTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
1009,NEITHER,ASTRON,Delete,DSTRON,ASOME,ASOME,No,No,Somewhat,Somewhat,ASOME,DSTRON,Yes,NEITHER,ASTRON,Nothing,ASTRON,Small,ASOME,ASTRON,ASTRON,Convenience,Yes
1010,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSOME,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSOME,ASOME,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1011,DSTRON,NEITHER,Delete,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSOME,DSTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1012,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSOME,No,No,Alittle,Very,ASTRON,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
1013,?,ASOME,?,ASTRON,?,?,No,No,Very,Very,?,ASTRON,Yes,DSOME,?,?,ASTRON,Deciding,DSTRON,?,ASTRON,Privacy,No
1014,DSTRON,NEITHER,Delete,NEITHER,DSTRON,DSOME,No,No,Somewhat,Somewhat,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1015,DSTRON,ASOME,Other,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1016,DSTRON,NEITHER,Other,DSOME,DSTRON,DSOME,No,Yes,Very,Somewhat,DSOME,ASTRON,No,DSTRON,NEITHER,GovControl,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,No
1017,DSTRON,DSOME,Delete,ASTRON,DSTRON,DSOME,Yes,No,Very,Very,ASOME,ASTRON,Yes,DSOME,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,Yes
1018,DSTRON,ASTRON,Delete,DSOME,DSTRON,NEITHER,No,No,Very,Very,DSOME,DSTRON,No,NEITHER,NEITHER,Fee,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
1019,ASOME,ASOME,Delete,ASOME,DSOME,ASOME,Yes,No,Alittle,Alittle,ASOME,ASOME,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASOME,Privacy,Yes
1020,ASOME,NEITHER,Delete,NEITHER,ASOME,NEITHER,No,Yes,Very,Alittle,ASTRON,ASOME,Yes,DSTRON,ASOME,Registry,ASOME,Significant,ASOME,ASOME,ASTRON,Convenience,Yes
1021,ASOME,NEITHER,?,DSOME,DSTRON,NEITHER,No,Yes,Somewhat,Alittle,ASOME,ASOME,Yes,?,ASTRON,?,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
1022,DSTRON,?,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Very,?,DSOME,Yes,DSTRON,ASTRON,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1023,DSTRON,NEITHER,Other,ASTRON,DSTRON,DSOME,No,No,Very,Very,DSTRON,ASOME,No,DSTRON,ASOME,GovControl,ASOME,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
1024,DSTRON,ASOME,Reply,ASTRON,DSTRON,?,No,No,Very,Very,NEITHER,ASOME,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Convenience,Yes
1025,DSTRON,ASTRON,Reply,ASOME,DSTRON,DSOME,No,No,Somewhat,Very,?,?,Yes,DSOME,?,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1026,DSTRON,ASOME,Delete,ASTRON,NEITHER,DSTRON,No,No,Somewhat,Very,NEITHER,ASOME,Yes,DSTRON,DSOME,Fee,ASTRON,Significant,NEITHER,ASOME,ASOME,Convenience,Yes
1027,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,?,ASOME,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,No
1028,NEITHER,NEITHER,?,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,No,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,NEITHER,ASTRON,Privacy,Yes
1029,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,ASOME,ASOME,No,DSTRON,NEITHER,Registry,ASOME,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
